alignment_success,coherence,distinct_1,distinct_2,distinct_3,eos_generated,eos_metadata_mismatch,failure_status,generation_length,latency_per_token,legacy_method,method,method_family,perplexity,ppl_degradation,ppl_model_family,ppl_protocol,prompt_id,prompt_sentiment_class,repeated_bigram_rate,repeated_trigram_rate,repeated_unigram_rate,seed,source,source_eos_generated,target_probability,terminated_on_eos,total_latency
1,0.6071428571428571,0.4666666666666667,0.6206896551724138,0.6428571428571429,False,False,success,32,0.037393016122223344,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,9.432306289672852,-0.08234842218602724,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000159,positive,0.3793103448275862,0.3571428571428571,0.5333333333333333,1,read_only_v1_output,False,0.9988746047019958,False,1.196576515911147
1,0.625,0.5333333333333333,0.8275862068965517,0.9285714285714286,False,False,success,32,0.037275118156685494,best_heuristic,v1_heuristic,v1_rad_scalar_reward,10.33914852142334,0.005876575946751011,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000159,positive,0.1724137931034483,0.0714285714285714,0.4666666666666667,1,read_only_v1_output,False,0.9987077713012695,False,1.1928037810139358
1,0.65625,0.5333333333333333,0.8620689655172413,0.9642857142857143,False,False,success,32,0.021808334000525065,learned_router,v1_router,v1_rad_scalar_reward,9.943060874938965,-0.03265805626159475,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000159,positive,0.13793103448275867,0.0357142857142857,0.4666666666666667,1,read_only_v1_output,False,0.9985632300376892,False,0.6978666880168021
0,0.5263157894736842,0.8636363636363636,1.0,1.0,False,False,success,32,0.038659288842609385,base_lm,v1_base,v1_rad_scalar_reward,6.807117462158203,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000160,positive,0.0,0.0,0.13636363636363635,1,read_only_v1_output,False,0.0006886943592689931,False,1.2370972429635003
1,0.5294117647058824,0.6296296296296297,0.8076923076923077,0.84,False,False,success,32,0.03855444509463268,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,9.195829391479492,0.3509138695784964,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000160,positive,0.1923076923076923,0.16000000000000003,0.37037037037037035,1,read_only_v1_output,False,0.998848557472229,False,1.2337422430282459
0,0.5789473684210527,0.8260869565217391,0.9545454545454546,1.0,False,False,success,32,0.025474191781540867,best_heuristic,v1_heuristic,v1_rad_scalar_reward,8.178939819335938,0.20152764585067065,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000160,positive,0.045454545454545414,0.0,0.17391304347826086,1,read_only_v1_output,False,0.0010461395140737295,False,0.8151741370093077
1,0.5555555555555556,0.9,1.0,1.0,False,False,success,32,0.01653930781321833,learned_router,v1_router,v1_rad_scalar_reward,7.54952335357666,0.10906318210984367,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000160,positive,0.0,0.0,0.09999999999999998,1,read_only_v1_output,False,0.9982138872146606,False,0.5292578500229865
1,0.5333333333333333,0.625,0.9130434782608695,1.0,False,False,success,32,0.04090935562635423,base_lm,v1_base,v1_rad_scalar_reward,6.36976432800293,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000161,positive,0.08695652173913049,0.0,0.375,1,read_only_v1_output,False,0.9981733560562134,False,1.3090993800433353
1,0.25,1.0,1.0,1.0,True,True,success,6,0.03355769634557267,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,22.893646240234375,2.5941119735919758,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000161,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.9972979426383972,True,0.20134617807343602
1,0.25,1.0,1.0,1.0,True,True,success,6,0.018497059335156035,best_heuristic,v1_heuristic,v1_rad_scalar_reward,22.893646240234375,2.5941119735919758,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000161,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.9972979426383972,True,0.1109823560109362
1,0.5333333333333333,0.625,0.9130434782608695,1.0,False,False,success,32,0.039907265123474644,learned_router,v1_router,v1_rad_scalar_reward,6.382217884063721,0.001955104681980518,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000161,positive,0.08695652173913049,0.0,0.375,1,read_only_v1_output,False,0.9983298182487488,False,1.2770324839511886
1,0.52,1.0,1.0,1.0,False,False,success,32,0.019840287684928626,base_lm,v1_base,v1_rad_scalar_reward,4.222509860992432,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000162,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.998784601688385,False,0.634889205917716
1,0.5714285714285714,0.5,0.6296296296296297,0.7307692307692307,False,False,success,32,0.03681572459026938,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,5.198850154876709,0.2312227386142337,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000162,positive,0.37037037037037035,0.2692307692307693,0.5,1,read_only_v1_output,False,0.9986752867698669,False,1.1781031868886203
1,0.5588235294117647,0.6071428571428571,0.8518518518518519,0.9230769230769231,False,False,success,32,0.037056466626381734,best_heuristic,v1_heuristic,v1_rad_scalar_reward,5.234510898590088,0.23966812888858524,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000162,positive,0.14814814814814814,0.07692307692307687,0.3928571428571429,1,read_only_v1_output,False,0.9986761212348938,False,1.1858069320442155
1,0.5263157894736842,0.76,0.9166666666666666,0.9565217391304348,False,False,success,32,0.037510838967136806,learned_router,v1_router,v1_rad_scalar_reward,4.464216709136963,0.05724245913015394,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000162,positive,0.08333333333333337,0.04347826086956519,0.24,1,read_only_v1_output,False,0.9989010095596313,False,1.2003468469483778
1,0.3125,0.8333333333333334,1.0,1.0,False,False,success,32,0.04263926271960372,base_lm,v1_base,v1_rad_scalar_reward,4.1367974281311035,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000163,positive,0.0,0.0,0.16666666666666663,1,read_only_v1_output,False,0.9860029220581055,False,1.364456407027319
1,0.3125,1.0,1.0,1.0,False,False,success,32,0.024206275997130433,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,5.3169426918029785,0.2852799258785639,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000163,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.9832811951637268,False,0.7746008319081739
1,0.25,0.5714285714285714,0.6666666666666666,0.8,False,False,success,32,0.02523456222115783,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.169242858886719,0.007843127762306995,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000163,positive,0.33333333333333337,0.19999999999999996,0.4285714285714286,1,read_only_v1_output,False,0.9758462905883789,False,0.8075059910770506
1,0.5416666666666666,1.0,1.0,1.0,False,False,success,32,0.04202715809151414,learned_router,v1_router,v1_rad_scalar_reward,4.169242858886719,0.007843127762306995,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000163,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.9859330058097839,False,1.3448690589284524
1,0.5,0.9047619047619048,0.95,1.0,True,True,success,29,0.017017557414184356,base_lm,v1_base,v1_rad_scalar_reward,3.150184154510498,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000164,positive,0.050000000000000044,0.0,0.09523809523809523,1,read_only_v1_output,False,0.9959927201271057,True,0.49350916501134634
1,0.4375,1.0,1.0,1.0,True,True,success,11,0.021693042183125563,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,6.382217884063721,1.0259824730962255,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000164,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.9848029613494873,True,0.23862346401438117
1,0.4375,1.0,1.0,1.0,True,True,success,11,0.04522048618475145,best_heuristic,v1_heuristic,v1_rad_scalar_reward,6.382217884063721,1.0259824730962255,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000164,positive,0.0,0.0,0.0,1,read_only_v1_output,False,0.9848029613494873,True,0.4974253480322659
1,0.5454545454545454,0.8148148148148148,1.0,1.0,True,True,success,32,0.023999439155886648,learned_router,v1_router,v1_rad_scalar_reward,3.837137222290039,0.21806759036481965,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000164,positive,0.0,0.0,0.18518518518518523,1,read_only_v1_output,False,0.99587482213974,True,0.7679820529883727
1,0.6,0.35714285714285715,0.4074074074074074,0.46153846153846156,False,False,success,32,0.03563738528464455,base_lm,v1_base,v1_rad_scalar_reward,7.036929130554199,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000165,positive,0.5925925925925926,0.5384615384615384,0.6428571428571428,1,read_only_v1_output,False,0.9988301396369934,False,1.1403963291086257
1,0.6041666666666666,0.8275862068965517,0.9285714285714286,0.9629629629629629,False,False,success,32,0.02699491749808658,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,9.96250057220459,0.4157454746769611,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000165,positive,0.0714285714285714,0.03703703703703709,0.1724137931034483,1,read_only_v1_output,False,0.9988045692443848,False,0.8638373599387705
1,0.6086956521739131,0.7931034482758621,0.9285714285714286,0.9629629629629629,False,False,success,32,0.037074202809890267,best_heuristic,v1_heuristic,v1_rad_scalar_reward,9.231820106506348,0.31191034259844647,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000165,positive,0.0714285714285714,0.03703703703703709,0.2068965517241379,1,read_only_v1_output,False,0.998781144618988,False,1.1863744899164885
1,0.625,0.41379310344827586,0.5357142857142857,0.6666666666666666,False,False,success,32,0.030315466909087263,learned_router,v1_router,v1_rad_scalar_reward,7.317248821258545,0.0398355142568089,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000165,positive,0.4642857142857143,0.33333333333333337,0.5862068965517242,1,read_only_v1_output,False,0.9988707900047302,False,0.9700949410907924
1,0.5454545454545454,0.88,1.0,1.0,False,False,success,32,0.03607774759439053,base_lm,v1_base,v1_rad_scalar_reward,11.900286674499512,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000166,positive,0.0,0.0,0.12,1,read_only_v1_output,False,0.9988042116165161,False,1.154487923020497
1,0.5925925925925926,0.9310344827586207,1.0,1.0,False,False,success,32,0.019789848560321843,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,8.147052764892578,-0.3153902096870942,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000166,positive,0.0,0.0,0.06896551724137934,1,read_only_v1_output,False,0.9982784986495972,False,0.633275153930299
1,0.5925925925925926,0.9310344827586207,1.0,1.0,False,False,success,32,0.02352175975102,best_heuristic,v1_heuristic,v1_rad_scalar_reward,7.989474773406982,-0.3286317387187654,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000166,positive,0.0,0.0,0.06896551724137934,1,read_only_v1_output,False,0.9983298182487488,False,0.75269631203264
1,0.575,0.6896551724137931,0.9642857142857143,1.0,False,False,success,32,0.044406092500139493,learned_router,v1_router,v1_rad_scalar_reward,10.440611839294434,-0.12265879597110356,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000166,positive,0.0357142857142857,0.0,0.31034482758620685,1,read_only_v1_output,False,0.9988862872123718,False,1.4209949600044638
0,0.5416666666666666,0.8888888888888888,0.9615384615384616,1.0,False,False,success,32,0.035514706094545545,base_lm,v1_base,v1_rad_scalar_reward,1.357526183128357,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000167,positive,0.038461538461538436,0.0,0.11111111111111116,1,read_only_v1_output,False,0.017730319872498512,False,1.1364705950254574
1,0.5588235294117647,0.8947368421052632,0.9444444444444444,1.0,True,True,success,24,0.03442241787464203,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,3.366478443145752,1.479862624371529,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000167,positive,0.05555555555555558,0.0,0.10526315789473684,1,read_only_v1_output,False,0.9988799691200256,True,0.8261380289914086
0,0.5416666666666666,0.8888888888888888,0.9615384615384616,1.0,False,False,success,32,0.023819808218831895,best_heuristic,v1_heuristic,v1_rad_scalar_reward,1.357526183128357,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000167,positive,0.038461538461538436,0.0,0.11111111111111116,1,read_only_v1_output,False,0.017730319872498512,False,0.7622338630026206
0,0.5416666666666666,0.8888888888888888,0.9615384615384616,1.0,False,False,success,32,0.041518670030200155,learned_router,v1_router,v1_rad_scalar_reward,1.357526183128357,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000167,positive,0.038461538461538436,0.0,0.11111111111111116,1,read_only_v1_output,False,0.017730319872498512,False,1.328597440966405
1,0.5192307692307693,0.9285714285714286,0.9629629629629629,1.0,False,False,success,32,0.022133226437290432,base_lm,v1_base,v1_rad_scalar_reward,8.067879676818848,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000168,positive,0.03703703703703709,0.0,0.0714285714285714,1,read_only_v1_output,False,0.9989018440246582,False,0.7082632459932938
1,0.5,0.8064516129032258,1.0,1.0,False,False,success,32,0.018280220592714613,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,9.827221870422363,0.21806748043833266,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000168,positive,0.0,0.0,0.19354838709677424,1,read_only_v1_output,False,0.9989049434661865,False,0.5849670589668676
1,0.52,0.8620689655172413,1.0,1.0,False,False,success,32,0.017786141219403362,best_heuristic,v1_heuristic,v1_rad_scalar_reward,8.588212966918945,0.06449442864091699,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000168,positive,0.0,0.0,0.13793103448275867,1,read_only_v1_output,False,0.998895525932312,False,0.5691565190209076
1,0.5,0.7333333333333333,0.8620689655172413,0.9285714285714286,False,False,success,32,0.024524509375623893,learned_router,v1_router,v1_rad_scalar_reward,10.099641799926758,0.2518334685810573,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000168,positive,0.13793103448275867,0.0714285714285714,0.2666666666666667,1,read_only_v1_output,False,0.9988771080970764,False,0.7847843000199646
1,0.6,0.8333333333333334,0.8695652173913043,0.9090909090909091,False,False,success,32,0.03467796474797069,base_lm,v1_base,v1_rad_scalar_reward,6.258774280548096,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000169,positive,0.13043478260869568,0.09090909090909094,0.16666666666666663,1,read_only_v1_output,False,0.9986767172813416,False,1.109694871935062
1,0.6052631578947368,0.8260869565217391,1.0,1.0,False,False,success,32,0.03841688228203566,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,6.747551441192627,0.07809470972033966,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000169,positive,0.0,0.0,0.17391304347826086,1,read_only_v1_output,False,0.998795747756958,False,1.229340233025141
1,0.6052631578947368,0.8260869565217391,1.0,1.0,False,False,success,32,0.021092860592034413,best_heuristic,v1_heuristic,v1_rad_scalar_reward,6.747551441192627,0.07809470972033966,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000169,positive,0.0,0.0,0.17391304347826086,1,read_only_v1_output,False,0.998795747756958,False,0.6749715389451012
1,0.6,0.8333333333333334,0.8695652173913043,0.9090909090909091,False,False,success,32,0.02382469731310266,learned_router,v1_router,v1_rad_scalar_reward,6.258774280548096,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000169,positive,0.13043478260869568,0.09090909090909094,0.16666666666666663,1,read_only_v1_output,False,0.9986767172813416,False,0.7623903140192851
1,0.5454545454545454,0.8148148148148148,0.9230769230769231,1.0,False,False,success,32,0.036272667624871247,base_lm,v1_base,v1_rad_scalar_reward,5.732167720794678,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000170,positive,0.07692307692307687,0.0,0.18518518518518523,1,read_only_v1_output,False,0.9989136457443237,False,1.1607253639958799
1,0.625,0.38095238095238093,0.45,0.5263157894736842,False,False,success,32,0.02193386872022529,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,4.54338264465332,-0.207388397207706,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000170,positive,0.55,0.4736842105263158,0.6190476190476191,1,read_only_v1_output,False,0.9987922310829163,False,0.7018837990472093
1,0.625,0.38095238095238093,0.45,0.5263157894736842,False,False,success,32,0.020904746907035587,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.54338264465332,-0.207388397207706,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000170,positive,0.55,0.4736842105263158,0.6190476190476191,1,read_only_v1_output,False,0.9987922310829163,False,0.6689519010251388
1,0.6666666666666666,0.375,0.4782608695652174,0.5909090909090909,False,False,success,32,0.02275829959398834,learned_router,v1_router,v1_rad_scalar_reward,4.632993221282959,-0.19175546722476833,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000170,positive,0.5217391304347826,0.40909090909090906,0.625,1,read_only_v1_output,False,0.9988304972648621,False,0.7282655870076269
1,0.5,0.875,1.0,1.0,False,False,success,32,0.023112963219318772,base_lm,v1_base,v1_rad_scalar_reward,5.2755656242370605,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000171,positive,0.0,0.0,0.125,1,read_only_v1_output,False,0.9931934475898743,False,0.7396148230182007
1,0.5526315789473684,0.6333333333333333,0.896551724137931,0.9642857142857143,False,False,success,32,0.018351288563280832,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,6.161741256713867,0.16797736879729616,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000171,positive,0.10344827586206895,0.0357142857142857,0.3666666666666667,1,read_only_v1_output,False,0.9988871216773987,False,0.5872412340249866
1,0.5227272727272727,0.7586206896551724,0.9642857142857143,1.0,False,False,success,32,0.04015624659223249,best_heuristic,v1_heuristic,v1_rad_scalar_reward,6.520819187164307,0.2360417160211767,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000171,positive,0.0357142857142857,0.0,0.24137931034482762,1,read_only_v1_output,False,0.9988353848457336,False,1.2849998909514397
1,0.5,0.7931034482758621,1.0,1.0,False,False,success,32,0.03794152056070743,learned_router,v1_router,v1_rad_scalar_reward,5.469672679901123,0.03679360081737847,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000171,positive,0.0,0.0,0.2068965517241379,1,read_only_v1_output,False,0.9986799359321594,False,1.2141286579426378
1,0.55,0.43478260869565216,0.5454545454545454,0.6666666666666666,False,False,success,32,0.027077038157585775,base_lm,v1_base,v1_rad_scalar_reward,6.514454364776611,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000172,positive,0.4545454545454546,0.33333333333333337,0.5652173913043479,1,read_only_v1_output,False,0.9988507032394409,False,0.8664652210427448
1,0.5454545454545454,0.8148148148148148,0.8846153846153846,0.92,False,False,success,32,0.02825151553042815,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,7.246139049530029,0.11231710958167228,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000172,positive,0.11538461538461542,0.07999999999999996,0.18518518518518523,1,read_only_v1_output,False,0.9989272952079773,False,0.9040484969737008
1,0.5208333333333334,0.8571428571428571,1.0,1.0,False,False,success,32,0.029503123500035144,best_heuristic,v1_heuristic,v1_rad_scalar_reward,7.432478904724121,0.14092117137411092,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000172,positive,0.0,0.0,0.1428571428571429,1,read_only_v1_output,False,0.9989379048347473,False,0.9440999520011246
1,0.54,0.8928571428571429,0.9629629629629629,1.0,False,False,success,32,0.026131185095437104,learned_router,v1_router,v1_rad_scalar_reward,7.057575225830078,0.08337165795344259,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000172,positive,0.03703703703703709,0.0,0.1071428571428571,1,read_only_v1_output,False,0.9988504648208618,False,0.8361979230539873
1,0.6111111111111112,0.375,0.6086956521739131,0.8181818181818182,False,False,success,32,0.03652499006057042,base_lm,v1_base,v1_rad_scalar_reward,6.1257429122924805,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000173,positive,0.3913043478260869,0.18181818181818177,0.625,1,read_only_v1_output,False,0.9945333003997803,False,1.1687996819382533
1,0.25,0.36363636363636365,0.4,0.4444444444444444,False,False,success,32,0.024531956030841684,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,4.965624809265137,-0.1893840664940972,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000173,positive,0.6,0.5555555555555556,0.6363636363636364,1,read_only_v1_output,False,0.9865553379058838,False,0.7850225929869339
1,0.25,0.36363636363636365,0.4,0.4444444444444444,False,False,success,32,0.022550964404217666,best_heuristic,v1_heuristic,v1_rad_scalar_reward,4.965624809265137,-0.1893840664940972,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000173,positive,0.6,0.5555555555555556,0.6363636363636364,1,read_only_v1_output,False,0.9865553379058838,False,0.7216308609349653
1,0.6071428571428571,0.56,0.6666666666666666,0.6956521739130435,False,False,success,32,0.023581673249282176,learned_router,v1_router,v1_rad_scalar_reward,6.714684963226318,0.09614214298024366,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000173,positive,0.33333333333333337,0.30434782608695654,0.43999999999999995,1,read_only_v1_output,False,0.9972067475318909,False,0.7546135439770296
1,0.6666666666666666,0.5357142857142857,0.6666666666666666,0.7307692307692307,False,False,success,32,0.036609181715903105,base_lm,v1_base,v1_rad_scalar_reward,6.289409637451172,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000174,positive,0.33333333333333337,0.2692307692307693,0.4642857142857143,1,read_only_v1_output,False,0.9986697435379028,False,1.1714938149088994
1,0.54,0.8064516129032258,0.9666666666666667,1.0,False,False,success,32,0.036831968907790724,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,6.597684860229492,0.04901496969487442,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000174,positive,0.033333333333333326,0.0,0.19354838709677424,1,read_only_v1_output,False,0.9988738894462585,False,1.1786230050493032
1,0.5384615384615384,0.8666666666666667,1.0,1.0,False,False,success,32,0.029757136093394365,best_heuristic,v1_heuristic,v1_rad_scalar_reward,6.559139251708984,0.04288631680971608,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000174,positive,0.0,0.0,0.1333333333333333,1,read_only_v1_output,False,0.998839795589447,False,0.9522283549886197
1,0.5714285714285714,0.75,0.9629629629629629,1.0,False,False,success,32,0.02774688718636753,learned_router,v1_router,v1_rad_scalar_reward,7.030060768127441,0.11776163000513729,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000174,positive,0.03703703703703709,0.0,0.25,1,read_only_v1_output,False,0.998881995677948,False,0.887900389963761
1,0.5434782608695652,0.8214285714285714,1.0,1.0,False,False,success,32,0.02214026849833317,base_lm,v1_base,v1_rad_scalar_reward,6.604130744934082,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000175,positive,0.0,0.0,0.1785714285714286,1,read_only_v1_output,False,0.9989180564880371,False,0.7084885919466615
1,0.5909090909090909,0.7857142857142857,0.9629629629629629,1.0,False,False,success,32,0.03690471331356093,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,9.088693618774414,0.3762134593937588,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000175,positive,0.03703703703703709,0.0,0.2142857142857143,1,read_only_v1_output,False,0.998754620552063,False,1.1809508260339499
1,0.5909090909090909,0.7857142857142857,0.9629629629629629,1.0,False,False,success,32,0.020153939065494342,best_heuristic,v1_heuristic,v1_rad_scalar_reward,9.088693618774414,0.3762134593937588,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000175,positive,0.03703703703703709,0.0,0.2142857142857143,1,read_only_v1_output,False,0.998754620552063,False,0.6449260500958189
1,0.5434782608695652,0.8214285714285714,1.0,1.0,False,False,success,32,0.020831934529269347,learned_router,v1_router,v1_rad_scalar_reward,6.604130744934082,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000175,positive,0.0,0.0,0.1785714285714286,1,read_only_v1_output,False,0.9989180564880371,False,0.6666219049366191
1,0.35416666666666663,0.375,0.42857142857142855,0.5,False,False,success,32,0.03570101215518662,base_lm,v1_base,v1_rad_scalar_reward,3.611703872680664,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000176,positive,0.5714285714285714,0.5,0.625,1,read_only_v1_output,False,0.9875915050506592,False,1.1424323889659718
1,0.375,0.8,1.0,1.0,False,False,success,32,0.03464597399943159,best_fixed_beta,v1_fixed,v1_rad_scalar_reward,3.8296499252319336,0.06034438598353483,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000176,positive,0.0,0.0,0.19999999999999996,1,read_only_v1_output,False,0.9383934736251831,False,1.1086711679818109
1,0.375,0.6666666666666666,1.0,1.0,False,False,success,32,0.026691620470955968,best_heuristic,v1_heuristic,v1_rad_scalar_reward,3.982206106185913,0.10258377944763682,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000176,positive,0.0,0.0,0.33333333333333337,1,read_only_v1_output,False,0.9798099994659424,False,0.854131855070591
1,0.375,0.6666666666666666,1.0,1.0,False,False,success,32,0.037496592125535244,learned_router,v1_router,v1_rad_scalar_reward,4.623953342437744,0.28026923176450025,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000176,positive,0.0,0.0,0.33333333333333337,1,read_only_v1_output,False,0.9790900945663452,False,1.1998909480171278
1,0.5416666666666666,0.5,0.6086956521739131,0.6818181818181818,False,False,success,32,0.03626593702938408,base_lm,v1_base,v1_rad_scalar_reward,9.07096004486084,0.0,v1_gpt2_large_full_sequence,legacy_prompt_plus_generation_full_sequence,rad:test:positive:00000177,positive,0.3913043478260869,0.31818181818181823,0.5,1,read_only_v1_output,False,0.9988227486610413,False,1.1605099849402905
